"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","DRG","dHs_Avg__TPM","FoldChange"
"CTNNBL1",40.75197,35.20479,34.1709,36.70922,57.02619,57.02619,0.649865517622301
"CTNND1",32.75067,29.09783,28.99283,30.2804433333333,27.75519,27.75519,1.08781904530394
"CTNND2",434.63798,574.16411,870.24377,626.34862,29.89824,29.89824,20.3037007933138
"CTNS",15.12461,17.74056,10.50908,14.4580833333333,15.14775,15.14775,0.957290231353181
"CTPS1",17.21191,10.69408,10.53093,12.8123066666667,15.51363,15.51363,0.836418562524815
"CTPS2",6.97422,10.83224,4.69741,7.50129,3.81568,3.81568,1.76533532128381
"CTR9",17.72545,15.2812,10.18136,14.3960033333333,10.80936,10.80936,1.30371191439107
"CTRB1",0.14909,2.51463,0,0.887906666666667,0.10454,0.10454,1.70922435282259
"CTRB2",1.20931,3.12256,0.93948,1.75711666666667,0.21953,0.21953,2.26080265894785
"CTRC",2.05416,1.63036,5.37471,3.01974333333333,0.4077,0.4077,2.85553976936374
"CTRL",14.99209,14.2864,14.90061,14.7263666666667,7.02504,7.02504,1.95966209098854
"CTSA",130.24065,94.33999,123.61827,116.066303333333,168.60099,168.60099,0.690245400886713
"CTSB",317.20273,263.15164,299.47607,293.276813333333,1246.1085,1246.1085,0.235967290202363
"CTSC",9.60819,6.57672,7.36291,7.84927333333333,51.14063,51.14063,0.169719340432468
"CTSD",377.22078,339.33657,464.43152,393.662956666667,1257.87962,1257.87962,0.313503332960992
"CTSE",0.96082,0.3316,0,0.430806666666667,0,0,1.43080666666667
"CTSF",153.81384,114.76097,173.23599,147.270266666667,108.03092,108.03092,1.35989191567554
"CTSG",0,0.4145,0,0.138166666666667,2.35213,2.35213,0.339535360104372
"CTSH",67.98621,58.6378,135.41641,87.3468066666667,125.83396,125.83396,0.696554823855272
"CTSK",3.37943,4.80819,4.17305,4.12022333333333,17.99121,17.99121,0.269610168774572
"CTSL1",55.76062,54.40991,49.9236,53.36471,143.39656,143.39656,0.376495880511281
"CTSL1P1",0,0,0.41512,0.138373333333333,0.01045,0.01045,1.12660035957577
"CTSL1P2",0,0,0,0,0,0,1
"CTSL1P3",0,0,0,0,0,0,1
"CTSL1P4",0,0,0,0,0,0,1
"CTSL1P5",0,0,0,0,0,0,1
"CTSL1P6",0,0,0,0,0,0,1
"CTSL1P7",0.49698,0,0,0.16566,0,0,1.16566
"CTSL1P8",0,0,0,0,0,0,1
"CTSL2",2.45174,0.71847,0.6336,1.26793666666667,0.74223,0.74223,1.30174355088976
"CTSL3",0.21536,0,0,0.0717866666666667,0,0,1.07178666666667
"CTSO",10.15486,11.55071,11.71074,11.13877,13.88282,13.88282,0.815622980053511
"CTSS",12.0765,12.65604,11.33932,12.0239533333333,26.17664,26.17664,0.479233390637449
"CTSW",1.60689,0.69083,2.84029,1.71267,1.29629,1.29629,1.18132727138123
"CTSZ",78.63805,53.71908,45.83795,59.39836,270.78816,270.78816,0.222225868853154
"CTTN",157.37549,124.40499,146.5154,142.765293333333,73.29251,73.29251,1.93512499891757
"CTTNBP2",27.54899,20.08939,15.46867,21.0356833333333,2.45667,2.45667,6.3748299181968
"CTTNBP2NL",10.28739,7.90312,6.70746,8.29932333333333,4.90289,4.90289,1.57538482562496
"CTU1",3.95924,5.11216,3.36465,4.14535,9.01129,9.01129,0.51395474509279
"CTU2",33.28078,21.33289,46.66819,33.76062,25.37169,25.37169,1.31810361793272
"CTXN1",1162.82267,1380.55823,810.59763,1117.99284333333,30.89136,30.89136,35.0876489222577
"CTXN2",0.97738,0.88426,1.00503,0.955556666666667,1.42173,1.42173,0.807504001960031
"CTXN3",1.55719,0.4974,9.11078,3.72179,1.589,1.589,1.82378910776362
"CUBN",0.77859,1.2435,0.24033,0.75414,0.44952,0.44952,1.21015232628732
"CUEDC1",57.81479,59.68787,37.84144,51.7813666666667,40.41489,40.41489,1.27445386590829
"CUEDC2",90.84707,95.66638,86.71631,91.0765866666667,169.60457,169.60457,0.53970762135309
"CUL1",28.46012,25.00811,24.77609,26.08144,33.89164,33.89164,0.776158415024344
"CUL2",18.91819,15.72333,12.86871,15.8367433333333,26.96069,26.96069,0.602157648231618
"CUL3",33.28078,33.43626,35.11038,33.9424733333333,78.4672,78.4672,0.439709381145093
"CUL4A",18.62001,21.36052,10.39984,16.7934566666667,47.61765,47.61765,0.365987592297585
"CUL4AP1",0,0,0,0,0,0,1
"CUL4B",21.51903,16.41416,11.29562,16.4096033333333,13.38103,13.38103,1.21059502228514
"CUL5",7.45463,6.52145,8.08391,7.35333,6.36644,6.36644,1.13397109051319
"CUL7",14.57794,11.88231,8.19315,11.5511333333333,7.33866,7.33866,1.50517389284769
"CUL9",80.90757,61.31823,86.2138,76.1465333333333,22.61185,22.61185,3.2672803415799
"CUTA",316.72232,231.87078,346.3409,298.311333333333,312.5307,312.5307,0.954647609734336
"CUTC",17.22848,16.5247,6.48898,13.4140533333333,26.80388,26.80388,0.518418772248094
"CUX1",149.72207,222.1715,260.06155,210.651706666667,38.38683,38.38683,5.37366695077178
"CUX2",0.87799,0.96716,21.43328,7.75947666666667,0.64814,0.64814,5.31476492692773
"CUZD1",1.10991,1.85143,0.76469,1.24201,0.45997,0.45997,1.53565484222279
"CWC15",55.29678,50.09912,47.08331,50.8264033333333,57.69524,57.69524,0.882974553529951
"CWC22",7.66998,5.85825,6.94779,6.82534,5.61376,5.61376,1.18319080220631
"CWC25",15.07492,13.15344,8.8923,12.3735533333333,7.23412,7.23412,1.62416303543467
"CWC27",74.64568,80.71678,102.20683,85.85643,33.2435,33.2435,2.53643552791041
"CWF19L1",55.86002,61.87089,102.31608,73.3489966666667,16.18268,16.18268,4.32697324670346
"CWF19L2",3.64449,6.57672,4.80665,5.00928666666667,5.14333,5.14333,0.978180671828905
"CWH43",0.14909,0.13817,0,0.0957533333333333,0,0,1.09575333333333
"CX3CL1",71.39878,61.01426,52.89499,61.7693433333333,11.08117,11.08117,5.19563447359265
"CX3CR1",10.17143,5.25032,1.52939,5.65038,20.44789,20.44789,0.310071526849494
"CXADR",5.86431,4.11736,4.76295,4.91487333333333,0.64814,0.64814,3.58881729302931
"CXADRP1",0,0,0,0,0,0,1
"CXADRP2",0,0,0,0,0.03136,0.03136,0.969593546385355
"CXCL1",1.15961,1.1606,7.69064,3.33695,0.74223,0.74223,2.48930967782669
"CXCL10",0.48041,0,0.69915,0.393186666666667,4.71472,4.71472,0.243789138692126
"CXCL11",0.61294,2.10013,1.37645,1.36317333333333,0.22999,0.22999,1.92129475307387
"CXCL12",13.3355,20.89075,6.72931,13.6518533333333,23.97086,23.97086,0.586758058526352
"CXCL13",0,0.27633,0.19664,0.157656666666667,8.46768,8.46768,0.122274587508943
"CXCL14",38.0683,92.01879,130.91564,87.00091,20.34335,20.34335,4.12310672879375
"CXCL16",11.79488,12.13101,10.2032,11.3763633333333,23.60497,23.60497,0.50300257766351
"CXCL17",1.80568,0.5803,0,0.795326666666667,0,0,1.79532666666667
"CXCL1P",0,0,0,0,0,0,1
"CXCL2",1.83881,1.63036,9.37297,4.28071333333333,1.43219,1.43219,2.17117631983247
"CXCL3",0.64607,0.46977,2.29408,1.13664,0.10454,0.10454,1.93441613703442
"CXCL5",0.5798,1.05006,0.54621,0.725356666666667,0.18817,0.18817,1.45211263259186
"CXCL6",0,0,0,0,0.04182,0.04182,0.959858708798065
"CXCL9",0.08283,0.05527,0,0.0460333333333333,0.71087,0.71087,0.611404334247099
"CXCR1",1.24244,0.71847,1.44199,1.1343,0.16726,0.16726,1.82847009235303
"CXCR2",0.89456,0.3316,1.92266,1.04960666666667,0.25089,0.25089,1.63851870801323
"CXCR2P1",0,0,0,0,0.09409,0.09409,0.914001590362767
"CXCR3",0.06626,0.1658,0,0.0773533333333333,0.30316,0.30316,0.82672375865844
"CXCR4",5.03602,5.44375,14.09222,8.19066333333333,12.8897,12.8897,0.661689117355546
"CXCR5",0,0,0,0,0,0,1
"CXCR6",0,0.11053,0,0.0368433333333333,0.55406,0.55406,0.667183592225096
"CXCR7",11.74518,16.57996,7.86543,12.0635233333333,7.8509,7.8509,1.47595423440931
"CXorf1",6.87482,7.54388,5.94277,6.78715666666667,2.1326,2.1326,2.48584455936496
"CXorf21",0.7289,0.38687,0.43697,0.51758,1.23356,1.23356,0.679444474292161
"CXorf22",0.06626,0.19343,0.06555,0.108413333333333,0.02091,0.02091,1.08571111394083
"CXorf23",5.89744,7.40572,5.33101,6.21139,2.61348,2.61348,1.9956911343082
"CXorf24",2.98185,3.45416,3.56129,3.33243333333333,1.0663,1.0663,2.09671070673829
"CXorf26",13.71652,15.50227,15.22834,14.81571,31.3827,31.3827,0.488399979001133
"CXorf27",0,0,0,0,0,0,1
"CXorf28",4.34025,3.12256,0.43697,2.63326,0.11499,0.11499,3.25855837272083
"CXorf30",1.90507,1.46456,0.19664,1.18875666666667,0.02091,0.02091,2.14392714996098
"CXorf31",0.7289,0,1.07057,0.599823333333333,0.09409,0.09409,1.46224107096613
"CXorf36",6.6429,6.16222,2.84029,5.21513666666667,5.88556,5.88556,0.90263343383351
"CXorf38",4.42308,3.56469,3.03693,3.6749,4.33838,4.33838,0.875715104582289
"CXorf40A",25.97524,27.9925,32.27009,28.7459433333333,23.92905,23.92905,1.19322410333861
"CXorf40B",29.08962,27.16351,37.71034,31.3211566666667,38.74227,38.74227,0.813269012229716
"CXorf48",0.34788,0.60793,0.15294,0.369583333333333,0.07318,0.07318,1.27619162986017
"CXorf51A",0,0,0,0,0,0,1
"CXorf51B",0,0,0,0,0,0,1
"CXorf56",33.82745,34.62449,39.69855,36.0501633333333,15.61817,15.61817,2.22949719092616
"CXorf57",8.46514,7.62678,3.95456,6.68216,2.2685,2.2685,2.35036255162919
"CXorf58",0.06626,0.1658,0.13109,0.12105,0.1359,0.1359,0.986926666079761
"CXorf59",0,0.35923,0,0.119743333333333,0.01045,0.01045,1.10816302967325
"CXorf61",0,0,0,0,0,0,1
"CXorf64",0,0,0,0,0.01045,0.01045,0.989658073135732
"CXorf65",0,1.21586,1.92266,1.04617333333333,0.29271,0.29271,1.5828556546583
"CXorf66",0,0,0,0,0,0,1
"CXorf67",0.31475,0.38687,0.78654,0.496053333333333,0.07318,0.07318,1.39403765755356
"CXorf68",0,0,0,0,0,0,1
"CXorf69",9.4591,13.73374,11.47041,11.5544166666667,19.41295,19.41295,0.615022163218284
"CXXC1",113.34349,96.44012,94.40695,101.396853333333,59.7024,59.7024,1.68686663679415
"CXXC11",66.69408,43.30134,38.73722,49.5775466666667,1.29629,1.29629,22.0257661996815
"CXXC1P1",0,0,0,0,0,0,1
"CXXC4",7.70312,13.34687,6.8604,9.30346333333333,2.08033,2.08033,3.34492191853903
"CXXC5",37.27314,35.72982,101.46399,58.15565,39.85038,39.85038,1.44810525630361
"CYB561",52.04987,30.5624,29.97601,37.5294266666667,39.37996,39.37996,0.95417198696251
"CYB561D1",11.3973,12.35207,10.15951,11.30296,15.30455,15.30455,0.754572189971511
"CYB561D2",9.37627,11.82704,11.66705,10.9567866666667,30.63002,30.63002,0.378020205699101
"CYB5A",37.14062,39.26688,22.02319,32.81023,122.34235,122.34235,0.274116959827667
"CYB5B",64.1595,71.18331,45.37913,60.2406466666667,69.4141,69.4141,0.869721357890915
"CYB5D1",15.35654,15.447,6.99149,12.5983433333333,9.46081,9.46081,1.29993215949179
"CYB5D2",42.1932,39.48794,37.77589,39.81901,29.04102,29.04102,1.35877576726756
"CYB5P4",0,0,0,0,0,0,1
"CYB5R1",46.56658,41.47754,27.76932,38.60448,303.2267,303.2267,0.130180815819256
"CYB5R2",22.72833,31.99933,47.97909,34.2355833333333,48.85122,48.85122,0.706814864978898
"CYB5R3",175.87954,178.70436,178.93843,177.840776666667,472.27721,472.27721,0.377877431847324
"CYB5R4",4.80409,3.59233,3.69238,4.0296,7.37002,7.37002,0.600906568920982
"CYB5RL",1.47436,2.40409,1.83527,1.90457333333333,1.3381,1.3381,1.24227934362659
"CYBA",285.57854,194.48296,113.02179,197.69443,254.81455,254.81455,0.77671277884702
"CYBASC3",28.808,32.99413,28.05335,29.9518266666667,35.26111,35.26111,0.853581886121706
"CYBB",6.12936,3.12256,2.25039,3.83410333333333,15.69135,15.69135,0.28961727681304
"CYBRD1",27.93001,40.64854,15.94933,28.17596,34.72796,34.72796,0.816614214749457
"CYC1",130.10812,132.2252,125.45353,129.262283333333,300.31006,300.31006,0.432319728499385
"CYCS",120.98034,114.76097,99.84721,111.86284,83.94506,83.94506,1.3286568989415
"CYCSP2",0,0,0,0,0,0,1
"CYCSP29",0,0,0,0,0,0,1
"CYCSP30",0,0,0,0,0,0,1
"CYCSP32",0,0,0,0,0,0,1
"CYCSP33",0,0,0,0,0,0,1
"CYCSP34",5.84774,14.9496,7.40661,9.40131666666667,0.31362,0.31362,7.91805595732911
"CYCSP35",0,0,0,0,0,0,1
"CYCSP39",0.92769,1.18823,0,0.705306666666667,0,0,1.70530666666667
"CYCSP40",0,0,0,0,0.12545,0.12545,0.888533475498689
"CYCSP41",0,0,0,0,0,0,1
"CYCSP42",0,0,0,0,0,0,1
"CYCSP46",0,0,0,0,0,0,1
"CYCSP48",0,0,0,0,0,0,1
"CYCSP49",0,0,0,0,0,0,1
"CYCSP52",0,0,0,0,0,0,1
"CYCSP55",0,0,0,0,0,0,1
"CYCTP",0,0,0,0,0,0,1
"CYFIP1",45.25788,42.16837,33.42806,40.28477,44.82645,44.82645,0.900893916068122
"CYFIP2",327.19193,244.27812,184.02911,251.833053333333,146.12504,146.12504,1.71849097429869
"CYGB",16.97999,12.29681,19.00811,16.09497,19.86247,19.86247,0.819412562366776
"CYHR1",110.4776,112.93718,119.90404,114.439606666667,73.03116,73.03116,1.55933807692148
"CYLC1",0,0,0.17479,0.0582633333333333,0,0,1.05826333333333
"CYLC2",0,0,0,0,0,0,1
"CYLD",39.89055,37.00095,26.48027,34.4572566666667,9.74306,9.74306,3.30048018596812
"CYMP",0,0,3.64868,1.21622666666667,0.17772,0.17772,1.88179420122497
"CYorf17",0,0,0,0,0,0,1
"CYP11A1",2.86589,5.80299,1.33275,3.33387666666667,2.73893,2.73893,1.15912217309943
"CYP11B1",0.18222,0.77373,0.32773,0.427893333333333,0,0,1.42789333333333
"CYP11B2",0,0,0,0,0,0,1
"CYP17A1",3.95924,17.98926,10.59648,10.8483266666667,0.68996,0.68996,7.01101012252755
"CYP19A1",0.11596,0,0,0.0386533333333333,3.13618,3.13618,0.251114152027555
"CYP1A1",0.28162,0.3316,1.04872,0.55398,0.5436,0.5436,1.00672454003628
"CYP1A2",0,0,0,0,0,0,1
"CYP1B1",4.48934,2.54226,1.59493,2.87551,23.52134,23.52134,0.158046419975417
"CYP1B1-AS1",3.31317,2.04486,5.87722,3.74508333333333,4.97607,4.97607,0.794014014784521
"CYP1D1P",0,0,0,0,0,0,1
"CYP20A1",5.10228,4.91872,4.36968,4.79689333333333,4.42201,4.42201,1.06914102580654
"CYP21A1P",3.16408,0.55267,1.3546,1.69045,0.43907,0.43907,1.869575489726
"CYP21A2",2.05416,0.80136,1.76972,1.54174666666667,0.53315,0.53315,1.65785909184794
"CYP24A1",1.57375,1.10533,0.17479,0.95129,0.60633,0.60633,1.21475039375471
"CYP26A1",0.31475,0.13817,0.45882,0.303913333333333,0.03136,0.03136,1.26426595304582
"CYP26B1",4.09176,3.81339,6.9041,4.93641666666667,5.51968,5.51968,0.910538042766925
"CYP26C1",0,0,0,0,0.04182,0.04182,0.959858708798065
"CYP27A1",32.27026,27.27404,23.42149,27.6552633333333,57.16209,57.16209,0.492679395347267
"CYP27B1",2.20326,0.60793,0.28403,1.03174,0.18817,0.18817,1.70997416194652
"CYP27C1",0.21536,0.38687,0,0.200743333333333,0.58542,0.58542,0.75736608175331
"CYP2A13",0,0,0,0,0,0,1
"CYP2A6",0.13253,0,0.48066,0.204396666666667,0.21953,0.21953,0.987590847840288
"CYP2A7",0.23192,0.19343,0.54621,0.323853333333333,0.06272,0.06272,1.24572167017966
"CYP2A7P1",0,0,0,0,0,0,1
"CYP2AB1P",0.19879,0,0,0.0662633333333333,0.02091,0.02091,1.04442441873753
"CYP2AC1P",0,0.13817,0,0.0460566666666667,0,0,1.04605666666667
"CYP2B6",1.12648,0.80136,2.73105,1.55296333333333,0.09409,0.09409,2.3334125468045
"CYP2C18",0.0994,0.11053,0,0.0699766666666667,0.11499,0.11499,0.959628935386565
"CYP2C19",0,0,0.19664,0.0655466666666667,0.03136,0.03136,1.03314717137243
"CYP2C56P",0,0,0,0,0,0,1
"CYP2C58P",0,0,0,0,0,0,1
"CYP2C59P",0,0,0,0,0,0,1
"CYP2C8",5.40046,1.658,3.71423,3.59089666666667,1.00358,1.00358,2.29134682252102
"CYP2C9",0,0.1658,0,0.0552666666666667,0.04182,0.04182,1.0129069001043
"CYP2D6",6.75886,5.83062,5.48395,6.02447666666667,0.70041,0.70041,4.13104878627311
"CYP2D8P1",1.64002,0.829,0.56806,1.01236,0.15681,0.15681,1.73957694003337
"CYP2E1",10.70153,13.789,32.1827,18.8910766666667,3.97249,3.97249,4.00022456891148
"CYP2F1",0.11596,0.93953,0.58991,0.548466666666667,0.03136,0.03136,1.50138328679284
"CYP2F1P",0,0.30397,0.78654,0.363503333333333,0.03136,0.03136,1.32204403247492
"CYP2G1P",0.08283,0.22107,0.28403,0.195976666666667,0.04182,0.04182,1.14796861901928
"CYP2J2",17.59292,16.41416,13.28383,15.7636366666667,14.7714,14.7714,1.06291367073733
"CYP2R1",9.62475,9.83744,9.54775,9.66998,18.69163,18.69163,0.541853569257598
"CYP2S1",0.6295,0.52503,1.46384,0.87279,1.91307,1.91307,0.642892206503791
"CYP2T2P",0.84486,1.3264,1.11427,1.09517666666667,1.62036,1.62036,0.79957588524732
"CYP2U1",5.25137,5.19505,4.26044,4.90228666666667,15.1582,15.1582,0.365281198813399
"CYP2W1",0.11596,0.60793,0.08739,0.270426666666667,1.48446,1.48446,0.511349213377018
"CYP39A1",0.41415,5.13979,2.38148,2.64514,1.63081,1.63081,1.38555806006515
"CYP3A4",0.76203,0.85663,0.28403,0.63423,0.01045,0.01045,1.61732891286061
"CYP3A43",0.19879,0.9119,0,0.37023,0.01045,0.01045,1.35605918155277
"CYP3A5",1.32527,1.5751,2.18484,1.69507,0.64814,0.64814,1.63521909546519
"CYP3A7",0,0.27633,0.50251,0.259613333333333,0,0,1.25961333333333
"CYP46A1",322.63633,276.08401,96.70104,231.807126666667,12.69107,12.69107,17.0043047524165
"CYP46A4P",0,3.64759,0,1.21586333333333,0,0,2.21586333333333
"CYP4A11",2.18669,0.85663,2.05375,1.69902333333333,0.11499,0.11499,2.42067043949572
"CYP4A22",1.52406,0.52503,1.66048,1.23652333333333,0.06272,0.06272,2.10452737629228
"CYP4B1",2.98185,3.15019,2.0319,2.72131333333333,75.60282,75.60282,0.0485793255827048
"CYP4F10P",0,0,0,0,0,0,1
"CYP4F11",6.90796,9.14661,8.34609,8.13355333333333,2.50894,2.50894,2.60293801926888
"CYP4F12",2.00447,3.56469,3.73608,3.10174666666667,12.14747,12.14747,0.311979922119363
"CYP4F2",0,0.4145,1.46384,0.626113333333333,0.03136,0.03136,1.57666899369118
"CYP4F22",0,0,0.15294,0.05098,0.05227,0.05227,0.998774078896101
"CYP4F24P",3.2469,3.70286,5.22177,4.05717666666667,9.5758,9.5758,0.478183841096339
"CYP4F25P",0,0,0,0,0,0,1
"CYP4F27P",0,0,0,0,0,0,1
"CYP4F29P",20.40912,20.72495,4.1512,15.09509,4.4011,4.4011,2.97996519227565
"CYP4F3",0.21536,1.02243,2.09745,1.11174666666667,0.45997,0.45997,1.4464315476802
"CYP4F30P",0.18222,0.46977,0.21848,0.290156666666667,0,0,1.29015666666667
"CYP4F31P",0.11596,0.05527,0,0.0570766666666667,0.01045,0.01045,1.04614445709008
"CYP4F32P",4.35682,4.83582,0,3.06421333333333,0,0,4.06421333333333
"CYP4F34P",0,1.05006,1.28906,0.779706666666667,0.03136,0.03136,1.72559209845899
"CYP4F43P",0,0,0,0,0,0,1
"CYP4F44P",0,0,0,0,0,0,1
"CYP4F45P",0,0,0,0,0,0,1
"CYP4F60P",0,0,0,0,0,0,1
"CYP4F61P",1.07678,0.829,0.65545,0.853743333333333,0,0,1.85374333333333
"CYP4F8",0.18222,0.19343,0.06555,0.147066666666667,0,0,1.14706666666667
"CYP4F9P",0,0,0,0,0,0,1
"CYP4V2",19.3489,23.73698,17.47872,20.1882,10.81982,10.81982,1.79259921047867
"CYP4X1",8.06756,6.16222,10.11581,8.11519666666667,5.21651,5.21651,1.46628842657161
"CYP4Z1",1.09335,1.79616,1.9882,1.62590333333333,1.14993,1.14993,1.22139015378795
"CYP4Z2P",0.74546,0.30397,0,0.34981,0.04182,0.04182,1.29562688372272
"CYP51A1",28.808,22.21715,44.22117,31.7487733333333,64.93982,64.93982,0.496646386558734
"CYP51P2",0.34788,0,0,0.11596,0.24044,0.24044,0.899648511818387
"CYP51P3",0,0,0,0,0,0,1
"CYP7A1",0.03313,0,0.06555,0.0328933333333333,0.03136,0.03136,1.00148671010446
"CYP7B1",2.51801,2.29356,2.01005,2.27387333333333,1.22311,1.22311,1.47265467445755
"CYP8B1",0.21536,0.3316,0.0437,0.196886666666667,0.05227,0.05227,1.13743304158312
"CYR61",12.09306,28.43464,35.72214,25.4166133333333,27.58792,27.58792,0.924048106099826
"CYS1",3.94267,3.78576,9.37297,5.70046666666667,4.62064,4.62064,1.19211809805764
"CYSLTR1",4.10833,3.75812,3.49574,3.78739666666667,2.3835,2.3835,1.41492438796118
"CYSLTR2",2.00447,2.26593,2.40332,2.22457333333333,5.51968,5.51968,0.494590736559668
"CYSTM1",156.97791,209.01806,144.89861,170.298193333333,344.61381,344.61381,0.495634689288988
"CYTH1",87.66643,72.0123,87.00034,82.2263566666667,45.70458,45.70458,1.78197420181632
"CYTH2",56.65518,54.99021,63.6444,58.42993,42.15025,42.15025,1.37727892654156
"CYTH3",21.90004,30.7282,23.46519,25.3644766666667,25.05807,25.05807,1.01175860939305
"CYTH4",7.83564,7.59915,4.91589,6.78356,21.12739,21.12739,0.351761323861513
"CYTIP",1.97134,0.52503,3.21172,1.90269666666667,2.50894,2.50894,0.827228925734457
"CYTL1",8.54797,13.23634,1.44199,7.7421,6.59643,6.59643,1.15081689688446
"CYYR1",14.59451,37.47072,10.2032,20.7561433333333,6.82642,6.82642,2.77983335079555
"D2HGDH",60.54815,39.18398,50.62275,50.1182933333333,28.70649,28.70649,1.72077863568982
"DAAM1",21.4859,24.95284,27.98781,24.80885,10.12986,10.12986,2.31888361578672
"DAAM2",87.02037,187.43648,78.96013,117.80566,11.3007,11.3007,9.65844708024746
"DAB1",5.99683,5.77535,12.23511,8.00243,3.16754,3.16754,2.16013043666048
"DAB2",5.49986,4.83582,2.59996,4.31188,10.99753,10.99753,0.442747798921945
"DAB2IP",60.82977,64.30262,52.7639,59.2987633333333,28.61241,28.61241,2.03626666432531
"DACH1",23.80511,20.42099,3.99826,16.0747866666667,1.81898,1.81898,6.05707974752097
"DACH2",29.35467,16.05493,12.38804,19.26588,0.20908,0.20908,16.7614053660635
"DACT1",5.08571,2.1554,2.73105,3.32405333333333,4.70427,4.70427,0.758037984410509
"DACT2",41.06672,32.85596,1.63863,25.1871033333333,0.01045,0.01045,25.916278225873
"DACT3",34.02624,35.48112,59.75538,43.08758,11.39478,11.39478,3.55694736009836
"DAD1",221.96571,194.0961,182.0409,199.36757,348.41904,348.41904,0.573430600690792
"DAG1",28.11223,32.63489,19.88205,26.87639,34.27844,34.27844,0.790182048866106
"DAGLA",11.49669,14.14823,18.24342,14.6294466666667,5.89602,5.89602,2.26644450953835
"DAGLB",34.44038,31.25323,29.3861,31.6932366666667,15.23138,15.23138,2.0141994498722
"DAK",37.14062,26.77664,45.59762,36.50496,26.08256,26.08256,1.38483806552999
"DALRD3",67.78742,87.10007,91.32633,82.0712733333333,54.9354,54.9354,1.48512879738651
"DANCR",86.50682,88.75807,62.39904,79.22131,63.6958,63.6958,1.23997709279428
"DAND5",2.55114,1.76853,2.40332,2.24099666666667,0.15681,0.15681,2.80166722855669
"DAO",0.53011,0.71847,0.28403,0.51087,0.05227,0.05227,1.43581970406835
"DAOA",0,0,0,0,0,0,1
"DAP",224.23523,302.69485,219.35797,248.762683333333,41.07349,41.07349,5.93634336807651
"DAP3",102.50943,84.55781,101.52953,96.1989233333333,136.74786,136.74786,0.705629280435524
"DAP3P1",0,0,0,0,0.11499,0.11499,0.896869030215518
