"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"WHAMM",12.11526,12.11526,6.74286,6.74286,1.69385214248998
"WHAMMP2",4.70918,4.70918,6.71756,6.71756,0.739764899786979
"WHAMMP3",17.34308,17.34308,10.75316,10.75316,1.56069346456613
"WHSC1",19.31388,19.31388,21.60753,21.60753,0.898544865361231
"WHSC1L1",13.44296,13.44296,22.92321,22.92321,0.603721657754122
"WHSC2",33.44144,33.44144,3.32715,3.32715,7.95938204129739
"WI2-1896O14.1",30.43337,30.43337,81.68607,81.68607,0.38015315034322
"WI2-2118C23.1",2.07453,2.07453,0,0,3.07453
"WI2-2373I1.1",0,0,0,0,1
"WI2-2373I1.2",0,0,0,0,1
"WI2-2994D6.1",0,0,0,0,1
"WI2-2994D6.2",0,0,0,0,1
"WI2-2998D17.2",0,0,0,0,1
"WI2-3308P17.2",0,0,0,0,1
"WI2-3658N16.1",6.4103,6.4103,2.63136,2.63136,2.0406404212196
"WI2-80423F1.1",0,0,3.70668,3.70668,0.212463987354143
"WI2-89927D4.1",0,0,3.09944,3.09944,0.243935757079016
"WI2-925H4.1",0,0,0,0,1
"WIBG",37.46603,37.46603,35.20711,35.20711,1.06238885125049
"WIF1",10.37265,10.37265,0.03795,0.03795,10.9568379979768
"WIPF1",59.85021,59.85021,15.24419,15.24419,3.74596763519757
"WIPF2",20.37189,20.37189,8.93145,8.93145,2.1519405524873
"WIPF3",22.19748,22.19748,9.85496,9.85496,2.13703965744692
"WIPI1",19.64581,19.64581,145.66105,145.66105,0.140772277301983
"WIPI2",55.9086,55.9086,37.06678,37.06678,1.49496752811769
"WISP1",1.22397,1.22397,1.50544,1.50544,0.887656459544032
"WISP2",11.14023,11.14023,4.41512,4.41512,2.24191338326759
"WISP3",0.39416,0.39416,0.91086,0.91086,0.729598191390264
"WIZ",27.15561,27.15561,3.55487,3.55487,6.18142998592715
"WLS",31.84405,31.84405,109.92261,109.92261,0.296098784548975
"WNK1",457.51701,457.51701,145.73696,145.73696,3.12475473118702
"WNK2",41.40763,41.40763,31.94321,31.94321,1.28729501466311
"WNK3",0.99577,0.99577,0.32892,0.32892,1.50179845287903
"WNK4",3.87937,3.87937,0.45543,0.45543,3.35252811883773
"WNT1",0.97503,0.97503,0,0,1.97503
"WNT10A",0.91279,0.91279,0,0,1.91279
"WNT10B",15.18557,15.18557,0.30362,0.30362,12.4158650526994
"WNT11",1.57664,1.57664,2.27714,2.27714,0.786246544242846
"WNT16",0.39416,0.39416,0,0,1.39416
"WNT2",0.14522,0.14522,0.17711,0.17711,0.972908224380049
"WNT2B",1.38994,1.38994,2.30244,2.30244,0.72368915105195
"WNT3",2.61391,2.61391,0.44278,0.44278,2.50482402029415
"WNT3A",0.08298,0.08298,0,0,1.08298
"WNT4",2.17826,2.17826,0,0,3.17826
"WNT5A",1.53515,1.53515,1.65725,1.65725,0.954050239909681
"WNT5B",4.02459,4.02459,0.97411,0.97411,2.54524317287284
"WNT6",1.45217,1.45217,0.31627,0.31627,1.86296884377825
"WNT7A",3.5267,3.5267,0,0,4.5267
"WNT7B",4.35651,4.35651,0,0,5.35651
"WNT8A",0.37342,0.37342,0,0,1.37342
"WNT8B",0.35267,0.35267,0.03795,0.03795,1.30321306421311
"WNT9A",2.4272,2.4272,2.25184,2.25184,1.05392639244243
"WNT9B",1.63888,1.63888,0.53133,0.53133,1.72326017252976
"WRAP53",10.47638,10.47638,2.21389,2.21389,3.57086894697703
"WRAP73",19.4591,19.4591,4.64284,4.64284,3.62567430584599
"WRB",66.01157,66.01157,41.94998,41.94998,1.56022354375951
"WRBP1",0,0,0,0,1
"WRN",1.14099,1.14099,5.85731,5.85731,0.312220097968445
"WRNIP1",33.71112,33.71112,39.79935,39.79935,0.850776299132217
"WSB1",354.14314,354.14314,139.1206,139.1206,2.53455337759045
"WSB2",78.06459,78.06459,91.9332,91.9332,0.850767970972699
"WSCD1",23.33847,23.33847,1.18917,1.18917,11.1176701672323
"WSCD2",21.24319,21.24319,0.0759,0.0759,20.6740310437773
"WT1",0,0,2.87173,2.87173,0.25828247320965
"WT1-AS",0,0,1.36628,1.36628,0.422604256470071
"WTAP",24.04381,24.04381,96.62664,96.62664,0.256526394844686
"WTAPP1",0,0,0,0,1
"WTIP",4.81291,4.81291,3.12474,3.12474,1.40927913032094
"WWC1",54.72612,54.72612,0.26567,0.26567,44.0289490941557
"WWC2",8.31887,8.31887,19.36834,19.36834,0.457517402007233
"WWC3",11.40992,11.40992,18.48279,18.48279,0.636968319219167
"WWOX",115.42689,115.42689,3.69403,3.69403,24.8031840444139
"WWP1",14.89513,14.89513,187.83874,187.83874,0.0841730356811319
"WWP2",40.30813,40.30813,9.58929,9.58929,3.90093481243785
"WWTR1",42.73533,42.73533,26.1112,26.1112,1.61318311251439
"XAB2",32.42492,32.42492,0.98676,0.98676,16.8238337796211
"XAF1",33.91858,33.91858,59.88878,59.88878,0.573481354035998
"XAGE1A",0,0,0,0,1
"XAGE1B",0,0,0,0,1
"XAGE1C",0,0,0,0,1
"XAGE1D",0,0,0,0,1
"XAGE1E",0,0,0,0,1
"XAGE2",0,0,0,0,1
"XAGE2B",0,0,0,0,1
"XAGE3",0.76758,0.76758,0,0,1.76758
"XAGE5",0,0,0,0,1
"XBP1",14.35575,14.35575,69.78169,69.78169,0.216945229762104
"XBP1P1",1.03727,1.03727,1.20182,1.20182,0.925266370548001
"XCL1",0,0,0.13916,0.13916,0.877839811791144
"XCL2",0,0,0,0,1
"XCR1",0,0,0.03795,0.03795,0.963437545161135
"XDH",0.04149,0.04149,0.0506,0.0506,0.991328764515515
"XG",0.66385,0.66385,0.45543,0.45543,1.14320166548718
"XGPY",0,0,0,0,1
