"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","FoldChange"
"ABCA13",0.61294,0.35923,0.24033,0.404166666666667,0.473253,0.153458,0.298046,0.308252333333333,16,13,6,1.07331485745487
"ABCA17P",11.9771,6.54909,7.55955,8.69524666666667,3.708489,2.524203,3.578368,3.27035333333333,36,18,16,2.27036170309092
"ABCA2",653.80406,399.10733,391.13012,481.34717,65.073528,68.481942,65.791533,66.449001,2021,1255,1196,7.15128708874428
"ABCA3",59.28915,43.854,59.47136,54.2048366666667,27.609577,42.459618,39.449413,36.5062026666667,3105,3571,2969,1.47188552137083
"ABCA4",0.14909,1.2435,4.87219,2.08826,1.143229,0.018773,0.021485,0.394495666666667,17,1,2,2.21460709690266
"ABCA5",13.94844,10.58354,13.54601,12.6926633333333,12.626236,11.918269,12.828291,12.4575986666667,670,562,506,1.01746705875907
"ABCA6",3.2966,1.10533,0.74285,1.71492666666667,1.147123,0.606076,1.259058,1.00408566666667,36,30,11,1.3546959153609
"ABCA7",25.04755,30.28607,84.07266,46.46876,22.668326,32.522392,34.714621,29.9684463333333,715,882,818,1.5328105094154
"ABCA8",21.83378,9.45058,8.78306,13.3558066666667,41.403634,26.861255,35.063602,34.4428303333333,1731,991,983,0.405041203866986
"ABCA9",4.27399,5.11216,7.20997,5.53204,1.381284,1.137468,5.074584,2.531112,58,43,31,1.84985353055921
"ABCB1",56.67174,57.67064,29.77937,48.0405833333333,0.30007,0.314046,0.298593,0.304236333333333,3,1,5,37.6009946050166
"ABCB10",4.88692,5.44375,6.03016,5.45361,4.896031,7.84716,8.051324,6.931505,306,313,320,0.81366777175328
"ABCB10P3",0,0,0,0,0,1e-06,0,3.33333333333333e-07,0,0,0,0.999999666666778
"ABCB10P4",0,0,0,0,0.029557,0.039022,0,0.0228596666666667,1,1,0,0.977651219017011
"ABCB11",0,0.13817,0,0.0460566666666667,1.175122,1.322998,0.805546,1.101222,11,4,8,0.497832531101743
"ABCB4",0.6295,3.48179,2.20669,2.10599333333333,2.033786,0.852535,0.451585,1.11263533333333,44,12,10,1.47019851667096
"ABCB5",0.08283,0,0.08739,0.05674,0.028091,0.34729,0.350931,0.242104,3,10,12,0.850766119423172
"ABCB6",81.18919,69.71874,70.61404,73.8406566666667,54.080406,38.532465,32.137188,41.583353,870,459,384,1.75750971668827
"ABCB7",9.39283,10.44538,6.99149,8.94323333333333,11.18593,7.852267,6.075745,8.371314,297,164,171,1.06102872375564
"ABCB8",32.81693,34.40342,28.81804,32.0127966666667,18.529731,23.651367,21.054635,21.0785776666667,617,605,535,1.49524109592023
"ABCB9",28.26133,22.82508,50.88493,33.9904466666667,15.865448,14.222772,16.455124,15.514448,442,382,371,2.11877785237912
"ABCC1",4.15803,4.17262,3.45205,3.92756666666667,5.953924,4.982028,4.693158,5.20970333333333,660,375,308,0.793526904935341
"ABCC10",43.66756,37.52598,47.14886,42.7808,35.009112,58.850277,42.406563,45.421984,641,664,643,0.943104887546383
"ABCC11",0.89456,2.32119,0.45882,1.22485666666667,0.25035,0.196406,0.516811,0.321189,9,7,11,1.68398061644978
"ABCC12",0.19879,0.11053,5.26547,1.85826333333333,0,0.024085,0,0.00802833333333333,0,1,0,2.83549900217752
"ABCC13",0,0.11053,0.41512,0.175216666666667,0.022398,0.058119,0,0.026839,1,2,0,1.14449944603455
"ABCC2",0.76203,0.4974,0.26218,0.507203333333333,0.146712,0.308158,0.143396,0.199422,16,10,4,1.25660804398563
"ABCC3",0.34788,1.1606,1.76972,1.09273333333333,0.822929,0,0.384356,0.402428333333333,11,0,3,1.49222123055605
"ABCC4",2.20326,1.54746,0.76469,1.50513666666667,3.767094,1.945293,3.623133,3.11184,163,129,110,0.609249549269103
"ABCC5",56.07537,36.86278,41.27163,44.7365933333333,24.407761,29.952643,29.4664,27.942268,1378,1518,1344,1.58026984386066
"ABCC6",1.49093,1.93433,0.74285,1.38937,0.709936,0.292227,1.18336,0.728507666666667,40,15,21,1.38233115541094
"ABCC6P1",0.23192,1.46456,0.89578,0.864086666666667,0.402881,0.194607,0.446474,0.347987333333333,12,2,9,1.38286660458234
"ABCC6P2",0.59637,0.4974,1.17981,0.75786,1.433948,0.663051,0.936095,1.01103133333333,12,5,6,0.874108707737688
"ABCC8",81.60333,51.53605,127.72577,86.95505,14.908165,22.713792,23.804669,20.475542,270,363,349,4.09559162697733
"ABCC9",4.50591,6.68725,4.85035,5.34783666666667,1.933667,0.299867,0.41351,0.882348,229,35,44,3.37229708144651
"ABCD1",5.74835,9.11898,4.91589,6.59440666666667,7.188261,4.56707,5.591021,5.78211733333333,256,128,147,1.11976928345681
"ABCD1P2",0,0,0,0,0,0,0,0,0,0,0,1
"ABCD2",2.31922,2.81859,2.81844,2.65208333333333,0.823714,0.905926,0.985813,0.905151,90,77,76,1.91695216459658
"ABCD3",15.57189,20.36572,16.73588,17.55783,22.412866,15.820691,18.169306,18.8009543333333,1142,727,822,0.937218968722097
"ABCD4",152.14069,105.3933,111.73274,123.08891,63.780985,46.864754,55.905635,55.5171246666667,1013,556,577,2.19559842670458
"ABCE1",13.71652,12.73894,10.83681,12.4307566666667,47.892143,47.474433,56.270122,50.545566,1284,1130,1197,0.260560853413981
"ABCF1",49.05146,56.31661,38.89016,48.0860766666667,48.558347,63.90383,48.560484,53.6742203333333,990,770,800,0.897791982535877
"ABCF2",28.19506,21.08419,28.0315,25.77025,15.544121,48.430262,33.217097,32.39716,485,502,554,0.801572648692284
"ABCF3",78.67118,63.80522,52.65465,65.0436833333333,38.478334,54.941591,52.139742,48.519889,684,676,609,1.33367995500421
"ABCG1",18.12303,12.51787,7.14443,12.59511,9.640229,12.006134,8.714856,10.1204063333333,505,488,311,1.22253716208631
"ABCG2",17.85798,27.32931,8.2587,17.81533,0.524925,0.589011,0.449804,0.521246666666667,43,28,26,12.3683623519307
"ABCG4",5.40046,4.36606,10.35614,6.70755333333333,9.828186,11.963485,13.918554,11.9034083333333,504,512,438,0.597326933646084
"ABCG5",0.28162,0.1658,0.28403,0.243816666666667,0.143393,0,0.032884,0.058759,8,0,1,1.17478733750237
"ABCG8",0.29819,0,0.15294,0.150376666666667,0.175022,0.165036,0.187492,0.17585,13,11,10,0.978336239032756
"ABHD1",10.0886,9.45058,8.8923,9.47716,0.980869,0.239741,0.305691,0.508767,35,9,12,6.9441868757734
"ABHD10",22.52954,22.41058,17.95939,20.9665033333333,21.945498,27.924148,27.804594,25.8914133333333,652,596,653,0.816859384110715
"ABHD11",16.91372,21.94082,33.27512,24.04322,9.519305,7.909704,9.968295,9.13243466666667,144,94,107,2.471589585708
"ABHD12",139.31873,160.19007,140.39784,146.635546666667,61.002748,58.3518,58.606077,59.3202083333333,751,570,568,2.44753045033968
"ABHD12B",20.59134,26.11344,20.07868,22.2611533333333,1.215684,4.568525,10.647778,5.477329,18,72,72,3.59116440331089
"ABHD13",2.55114,2.18303,2.97138,2.56851666666667,3.390322,2.495253,3.321503,3.069026,307,176,213,0.87699529731849
"ABHD14A",100.62092,85.88421,147.54227,111.349133333333,15.051411,20.447943,23.789903,19.7630856666667,233,218,216,5.41100369843872
"ABHD14B",17.4604,16.66286,17.12915,17.0841366666667,7.978791,5.158438,4.171231,5.76948666666667,200,107,84,2.67141920165291
"ABHD15",2.79963,4.11736,1.83527,2.91742,1.666242,0.980568,1.679204,1.44200466666667,104,46,69,1.60418202859017
"ABHD16A",76.41823,54.02305,65.08639,65.17589,38.772235,39.606803,45.286219,41.2217523333333,679,661,613,1.56734115338352
"ABHD16B",8.61424,10.05851,6.77301,8.48192,0,0,0,0,0,0,0,9.48192
"ABHD2",19.76305,20.08939,15.7964,18.5496133333333,36.149134,28.486848,25.146828,29.9276033333333,3943,2908,2699,0.632108900344794
"ABHD3",9.04495,19.39856,10.05027,12.83126,9.642693,6.919606,4.384585,6.98229466666667,104,59,62,1.73274234760564
"ABHD4",36.0804,28.37937,21.43328,28.6310166666667,39.666519,10.931269,10.1797,20.2591626666667,306,154,175,1.39379979970362
"ABHD5",7.91847,8.78738,8.08391,8.26325333333333,7.984091,8.165592,14.175874,10.108519,242,266,255,0.833887337576983
"ABHD6",19.4483,16.1931,16.18967,17.2770233333333,8.283415,13.65003,12.504431,11.479292,185,149,202,1.46458816199936
"ABHD8",83.24335,93.48336,137.25167,104.65946,6.351783,4.187949,6.20397,5.581234,187,106,136,16.0546578346857
"ABI1",43.51847,43.99217,49.00597,45.5055366666667,15.274284,15.178726,16.016221,15.4897436666667,630,503,508,2.82027044244937
"ABI2",73.75113,74.22297,58.16045,68.7115166666667,55.693149,35.541915,32.008028,41.0810306666667,3195,2224,2142,1.65660193113774
"ABI3",6.44411,3.67523,2.97138,4.36357333333333,0.080843,0.106816,0.123214,0.103624333333333,1,1,1,4.85996291612514
"ABI3BP",23.63946,15.9444,9.15448,16.2461133333333,15.784185,1.403237,1.486131,6.22451766666667,97,18,19,2.38716467023196
"ABL1",25.67705,28.43464,26.69875,26.9368133333333,25.90656,19.930765,26.375471,24.070932,2130,1113,1157,1.11431092124271
"ABL2",8.54797,5.94115,4.17305,6.22072333333333,6.897981,5.749299,4.319143,5.65547433333333,1188,807,647,1.08492993462074
"ABLIM1",67.88682,57.25614,45.24804,56.797,40.278722,80.432426,57.957359,59.556169,4547,5302,4617,0.954436202858209
"ABLIM2",193.90317,178.5662,144.28686,172.252076666667,8.029056,12.377298,11.75464,10.7203313333333,245,279,223,14.7821824946132
"ABLIM3",18.85193,25.06338,17.26024,20.39185,55.789335,56.612711,66.861423,59.7544896666667,2333,2247,2011,0.352103196280106
"ABO",0.89456,2.68043,0.69915,1.42471333333333,0.183863,0.173732,0.075984,0.144526333333333,22,16,6,2.11852996538015
"ABR",299.60981,317.03652,304.52305,307.05646,197.043613,257.031715,274.908047,242.994458333333,1875,1447,1461,1.26255515024504
"ABRA",0.14909,0.05527,0,0.06812,0.063103,0.063272,0,0.042125,3,2,0,1.0249442245412
"ABRACL",18.95132,11.68887,21.1711,17.27043,11.912176,11.774747,14.945013,12.877312,113,90,104,1.31656836713046
"ABT1",8.41545,8.04128,6.16125,7.53932666666667,4.02236,4.495368,5.868998,4.79557533333333,215,183,215,1.47342173563902
"ABTB1",115.24856,79.80489,91.19524,95.41623,8.227788,5.243431,7.957303,7.14284066666667,219,121,132,11.8406136073234
"ABTB2",6.80856,6.24512,9.94102,7.6649,3.451672,3.840048,4.832426,4.041382,318,267,292,1.71875489697071
"ACAA1",99.64354,88.26067,80.7517,89.55197,37.51069,45.687812,49.761725,44.3200756666667,672,620,569,1.998054254499
"ACAA2",63.01646,61.15243,33.38436,52.51775,24.508458,12.44024,15.340642,17.42978,617,249,284,2.90387351341145
"ACACA",36.95839,37.99575,40.70358,38.5525733333333,52.07295,52.263549,60.592741,54.9764133333333,2805,2326,1935,0.706593562860167
"ACACB",20.49195,31.50193,31.19952,27.7311333333333,5.82404,4.214339,4.586609,4.874996,290,101,72,4.89040900339904
"ACAD10",24.91503,22.63165,26.08699,24.5445566666667,24.09517,13.699953,18.003391,18.5995046666667,465,241,262,1.30332664529583
"ACAD11",18.22243,17.18789,9.94102,15.1171133333333,21.296656,12.759557,10.656436,14.9042163333333,568,268,245,1.01338619869964
"ACAD8",43.56816,32.08223,31.52725,35.72588,29.394922,40.292933,40.865493,36.851116,722,686,705,0.970272052216373
"ACAD9",27.96314,25.78184,27.98781,27.2442633333333,20.618117,20.88167,21.133159,20.8776486666667,574,471,475,1.29101000585895
"ACADL",1.32527,1.63036,0.52436,1.15999666666667,0.63777,0.16945,0.095375,0.300865,23,5,4,1.66043107214559
"ACADM",52.48059,49.82279,36.42129,46.2415566666667,31.38729,31.831206,37.816546,33.6783473333333,662,516,582,1.36227820237723
"ACADS",17.75858,19.89596,16.93251,18.1956833333333,3.919399,3.709052,4.464577,4.03100933333333,114,83,88,3.81547360807917
"ACADSB",15.12461,11.57834,8.215,11.6393166666667,7.753468,4.374615,3.829584,5.31922233333333,527,304,282,2.00013799166322
"ACADVL",850.20868,1070.84452,774.50407,898.51909,417.243124,362.292121,441.590667,407.041970666667,2854,1977,2042,2.20447687900916
"ACAN",0.71233,1.18823,1.63863,1.17973,0.61022,0.60714,1.230414,0.815924666666667,58,65,66,1.20034164412841
"ACAP1",120.28457,95.39005,24.71054,80.1283866666667,11.702953,8.178989,5.156753,8.34623166666667,76,54,37,8.68033123510206
"ACAP2",6.75886,7.87548,5.09068,6.57500666666667,18.902318,8.651381,7.061189,11.538296,805,452,432,0.604149612249278
"ACAP3",343.22767,247.20724,247.32393,279.252946666667,213.831943,213.096372,204.054479,210.327598,2582,2252,2362,1.32615403439482
"ACAT1",91.26122,90.63713,80.1181,87.3388166666667,113.018886,107.505607,145.26679,121.930427666667,828,668,739,0.718608226973738
"ACAT2",14.59451,10.77698,17.1073,14.1595966666667,94.414141,82.903806,86.300184,87.8727103333333,2278,1511,1430,0.170576508917167
"ACBD3",8.61424,9.22951,9.74439,9.19604666666667,43.967242,69.083492,58.658097,57.236277,939,748,717,0.17508067465691
"ACBD4",37.10748,34.87319,34.97929,35.65332,5.340975,3.641431,4.100437,4.36094766666667,153,68,74,6.83709714756278
"ACBD5",27.4496,28.9044,23.68367,26.6792233333333,15.374346,21.627524,21.759596,19.5871553333333,885,847,801,1.34448994458778
"ACBD6",159.59532,134.10426,263.79763,185.832403333333,30.045769,28.430908,40.527744,33.0014736666667,567,434,470,5.49483252299427
"ACBD7",60.8629,83.23141,60.76041,68.2849066666667,1.327791,0.639002,1.059258,1.00868366666667,81,30,45,34.4926918142578
"ACCS",16.40018,12.6284,11.6015,13.54336,14.477036,14.943544,19.448083,16.2895543333333,190,194,188,0.841164538981851
"ACCSL",0,0.0829,0,0.0276333333333333,0,0,0,0,0,0,0,1.02763333333333
"ACD",21.63499,14.56273,22.17613,19.45795,13.137008,9.048602,13.611827,11.932479,198,130,153,1.5819047531413
"ACE",35.79878,27.88197,7.51585,23.7322,6.841322,8.479831,10.149919,8.49035733333333,209,183,161,2.60603464456835
"ACE2",0.66263,0.829,0,0.49721,0,0.095415,0.225191,0.106868666666667,0,0,1,1.35265370236638
"ACE3P",0,0,0,0,0,0,0,0,0,0,0,1
"ACER1",0.6295,0.3316,0.37142,0.444173333333333,0,0,0,0,0,0,0,1.44417333333333
"ACER2",1.95477,1.13296,1.42015,1.50262666666667,2.060095,1.631226,2.154176,1.948499,103,62,73,0.84877989331747
"ACER3",22.21479,21.27762,19.8602,21.1175366666667,7.649808,4.8069,3.760922,5.40587666666667,518,375,350,3.45269473915358
"ACHE",124.93958,128.46708,62.90155,105.43607,52.081818,67.700639,62.028934,60.603797,1662,1679,1380,1.72775178127413
"ACIN1",84.9662,86.90664,82.0626,84.6451466666667,122.816081,100.430979,109.79734,111.0148,3076,1982,1940,0.764587774710723
"ACLY",34.88766,21.19472,31.22137,29.10125,200.668971,184.300449,184.729433,189.899617666667,7551,5465,5135,0.15768103869417
"ACMSD",0.0497,0.2487,0,0.0994666666666667,0.185122,0.039662,0.088863,0.104549,6,1,2,0.995398725331938
"ACO1",16.64867,16.08256,13.32753,15.35292,9.64322,6.563351,6.68116,7.62924366666667,860,462,416,1.89505831932509
"ACO2",194.64864,168.23135,188.20215,183.694046666667,71.653142,76.994982,73.567485,74.0718696666667,2492,1993,1982,2.46022974366754
"ACOT1",2.23639,3.31599,4.85035,3.46757666666667,4.205801,4.758707,5.368048,4.77751866666667,99,81,76,0.773269101222001
"ACOT11",4.55561,7.12938,9.43851,7.04116666666667,1.265227,0.289037,0.841305,0.798523,109,23,34,4.47098350516878
"ACOT12",0.0497,0,0,0.0165666666666667,0.237945,0.109798,0.174106,0.173949666666667,8,3,2,0.865937182428889
"ACOT13",37.93578,57.75354,36.3339,44.00774,11.326065,11.195552,12.209772,11.5771296666667,355,281,284,3.57853828280745
"ACOT2",8.051,10.61118,19.33584,12.6660066666667,24.173517,18.076715,19.437196,20.562476,254,164,153,0.633786521857076
"ACOT4",2.96529,3.31599,4.67556,3.65228,0.591094,0.748843,1.193545,0.844494,24,23,33,2.52225271537885
"ACOT6",1.62345,0.19343,0.26218,0.69302,0.245134,0.088672,0.12044,0.151415333333333,3,1,1,1.4703816694005
"ACOT7",154.75809,102.10494,213.74293,156.868653333333,80.632403,114.029529,128.44021,107.700714,1778,1946,1942,1.45232397768181
"ACOT8",66.89287,65.57375,49.87991,60.7821766666667,20.763417,18.37889,19.993785,19.7120306666667,370,284,270,2.98291257197186
"ACOT9",13.46803,14.06534,14.22331,13.9188933333333,18.917753,21.089502,23.207269,21.071508,535,461,410,0.675934482289716
"ACOX1",62.50292,72.70314,76.18538,70.4638133333333,21.711569,42.59937,35.250653,33.1871973333333,754,736,847,2.09036770802076
"ACOX2",13.50116,16.5247,11.05529,13.6937166666667,5.471821,1.789143,2.323278,3.19474733333333,63,12,15,3.50288479830569
"ACOX3",8.46514,6.68725,23.55258,12.9016566666667,11.236717,10.706481,12.961887,11.6350283333333,231,182,207,1.10024736786634
"ACOXL",0,0.05527,0,0.0184233333333333,0.106301,0.156535,0.132989,0.131941666666667,4,4,4,0.899713618929126
"ACP1",58.74247,61.70509,55.34201,58.5965233333333,74.872622,58.654584,76.070071,69.865759,1230,785,941,0.840977704526291
"ACP2",38.03517,21.63685,46.29677,35.32293,104.027156,109.16421,127.822959,113.671441666667,638,547,541,0.316756547855965
"ACP5",4.42308,6.63199,1.9882,4.34775666666667,0,2.031601,2.612106,1.54790233333333,0,11,8,2.09888605096977
"ACP6",9.44253,12.54551,9.70069,10.56291,17.588665,10.559517,14.810767,14.3196496666667,472,247,242,0.754776398389789
"ACR",2.81619,1.3264,1.81342,1.98533666666667,0.041913,0,0.163679,0.0685306666666667,1,0,1,2.79387083571459
"ACRBP",3.9261,2.45936,2.16299,2.84948333333333,0.967429,0.571787,0.527381,0.688865666666667,14,5,4,2.27933068290215
"ACRV1",5.84774,3.01203,4.1075,4.32242333333333,0.120346,0.767177,1.18959,0.692371,4,7,14,3.14495068358731
"ACSBG1",88.3125,109.42775,56.1067,84.61565,6.630397,3.875408,5.355253,5.28701933333333,156,78,93,13.617844237582
"ACSBG2",0.59637,0.77373,0.10924,0.493113333333333,0.74582,0.53011,0.820644,0.698858,10,3,4,0.87889236965852
"ACSF2",51.30441,52.55848,47.82616,50.5630166666667,42.632059,13.17411,6.555456,20.7872083333333,402,55,44,2.36666469048161
"ACSF3",61.67463,58.77597,55.18907,58.5465566666667,22.250491,16.962759,21.849371,20.354207,350,268,226,2.78851641115339
"ACSL1",34.42382,22.99088,27.48529,28.2999966666667,85.585307,101.814344,82.647096,90.0155823333333,1143,969,970,0.321922861069647
"ACSL3",44.29706,41.69861,41.796,42.5972233333333,127.281776,105.351012,89.76463,107.465806,3228,2050,1832,0.401944400185745
"ACSL4",16.20139,7.04648,11.47041,11.57276,69.219653,62.683685,53.413498,61.7722786666667,3943,2820,2527,0.200291597932327
"ACSL5",9.19404,8.12418,3.23356,6.85059333333333,0.206791,0.83348,0.182037,0.407436,6,12,5,5.5779398376433
"ACSL6",35.4509,34.34816,47.73876,39.1792733333333,13.388689,15.367533,10.761177,13.1724663333333,980,1036,796,2.83502337478358
"ACSM1",0.84486,0,0,0.28162,0.060423,0,0,0.020141,2,0,0,1.25631652879357
"ACSM2A",0,0.77373,0.08739,0.28704,0.816039,2.615985,1.21988,1.55063466666667,4,7,2,0.504595980294578
"ACSM2B",0.0994,0.46977,0,0.189723333333333,0.4576,0.459343,0.100414,0.339119,8,5,3,0.888437348236664
"ACSM3",0.59637,0.22107,1.02687,0.61477,1.696961,2.786466,2.358993,2.28080666666667,15,14,19,0.492186880868729
"ACSM4",0.16566,0,0.10924,0.0916333333333333,0.215017,0.529825,0.278182,0.341008,8,15,7,0.814039389275331
"ACSM5",7.48776,8.98081,5.4621,7.31022333333333,0.201606,0,0.029441,0.0770156666666667,1,0,1,7.71597256245421
"ACSS1",57.94731,78.25742,61.83098,66.0119033333333,7.426916,3.07265,5.466344,5.32197,515,157,255,10.5998451959331
"ACSS2",43.78352,30.83873,37.47001,37.3640866666667,183.462238,133.340645,131.295035,149.365972666667,1363,636,598,0.255138087336506
"ACSS3",12.72257,14.9496,21.32404,16.33207,6.876982,2.730375,3.127256,4.244871,286,78,82,3.30457507915829
"ACTA1",40.80167,32.41383,12.49729,28.57093,43.17532,0.074509,0.342321,14.5307166666667,1089,1,4,1.90402868294337
"ACTA2",30.26579,39.46031,26.13069,31.9522633333333,25.800466,5.539749,5.485474,12.2752296666667,558,76,68,2.48223677938127
"ACTB",3995.79691,3014.15431,4181.63155,3730.52759,2138.164791,2243.689595,2712.36844,2364.740942,29266,23222,24748,1.57731876882739
"ACTBL2",0,0,0,0,0,0.02739,0.030881,0.0194236666666667,0,1,1,0.980946423649179
"ACTBP1",0,0,0,0,0,0,0,0,0,0,0,1
"ACTBP12",0,0,0,0,0,0,0,0,0,0,0,1
"ACTC1",12.0765,11.13621,6.51082,9.90784333333333,869.621513,0.354562,0.525835,290.167303333333,16803,6,3,0.0374624595840895
"ACTG1",1819.21101,1453.84166,1057.48459,1443.51242,1869.624603,1654.156602,1676.836666,1733.53929033333,40874,26878,29741,0.832793138818091
"ACTG1P10",0,0.55267,0.61176,0.388143333333333,0.197606,0.077691,0,0.0917656666666667,3,1,0,1.27146637388915
"ACTG2",1.52406,3.59233,6.42343,3.84660666666667,5.162967,3.078347,2.858471,3.69992833333333,118,58,48,1.03120863190467
"ACTL10",0.18222,0.80136,0.65545,0.546343333333333,0.061689,0.082599,0,0.048096,2,2,0,1.47538329822205
"ACTL6A",57.40064,40.37221,15.20649,37.65978,158.27347,137.510766,210.020503,168.601579666667,387,170,252,0.227944692944379
"ACTL6B",82.51446,59.10757,87.50286,76.3749633333333,50.973446,92.448261,75.837415,73.086374,303,437,363,1.0443885853198
"ACTL7A",0,0.22107,0,0.07369,0,0,0.059905,0.0199683333333333,0,0,1,1.05266993583134
"ACTL7B",0,0.05527,0,0.0184233333333333,0.043131,0,0,0.014377,1,0,0,1.00398898371447
"ACTL8",0,0,0.13109,0.0436966666666667,0,0,0,0,0,0,0,1.04369666666667
"ACTL9",0,0.22107,0,0.07369,0,0,0,0,0,0,0,1.07369
"ACTN1",196.73593,153.64099,75.39884,141.925253333333,69.241658,47.821745,50.974833,56.0127453333333,1648,918,920,2.50690003608316
"ACTN2",204.83663,117.0269,46.4934,122.785643333333,69.76771,1.253103,0.801863,23.940892,2414,37,25,4.96316023233385
"ACTN4",605.08392,637.55483,640.02714,627.555296666667,209.643774,167.250481,183.429698,186.774651,3505,2178,2093,3.34739163843083
"ACTN4P1",0.18222,0,0,0.06074,0,0.055131,0,0.018377,0,1,0,1.04159854356491
"ACTR10",94.92227,68.00548,97.15985,86.6958666666667,157.019067,205.113642,237.357145,199.829951333333,1492,1517,1594,0.436667270416806
"ACTR1A",84.3864,74.4993,79.79037,79.55869,115.943189,124.852514,131.407319,124.067674,3642,2918,2824,0.644120798152846
