"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"GUCY2D",88,0.866309,106,1.12005,85,0.879725,0.955361333333,"Gucy2e",0,0,0,0,0,0,0,1.955361333333
"GUCY2F",8,0.0128007,10,0.0171745,3,0.00504665,0.01167395,"Gucy2f",0,0,0,0,0,0,0,1.01167395
"GUF1",923,7.16368,1012,8.43054,1051,8.57581,8.05667666667,"Guf1",4.528645,5.082432,5.769027,300,295,251,5.12670133333333,1.4782304822655
"GUK1",3215,62.2473,3244,67.4157,2419,49.2395,59.6341666667,"Guk1",18.075988,48.247674,21.641925,408,462,356,29.3218623333333,1.9996847818956
"GULP1",610,0.350244,1097,0.676065,805,0.485932,0.504080333333,"Gulp1",0.802446,0.652029,1.109323,51,35,49,0.854599333333333,0.811000147740626
"GUSB",679,5.50904,718,6.25275,818,6.97746,6.24641666667,"Gusb",3.19526,3.078283,3.634608,240,214,180,3.302717,1.68414903110523
"GXYLT1",445,1.2334,605,1.79986,581,1.693,1.57542,"Gxylt1",0.861084,0.919492,1.077717,186,162,140,0.952764333333333,1.31885858218426
"GXYLT2",2330,3.69732,2965,5.05005,2830,4.72123,4.48953333333,"Gxylt2",0.26429,0.265099,0.34318,65,55,61,0.290856333333333,4.25262919782449
"GYG1",2103,10.1132,2174,11.2215,1950,9.85875,10.3978166667,"Gyg",27.409258,29.617629,31.202571,1333,1353,1097,29.4098193333333,0.374807115483466
"GYPA",4,0.02222,11,0.0655869,5,0.0292006,0.0390025,"Gypa",0.146004,0,0.178818,8,0,7,0.108274,0.93749605242025
"GYPB",6,0.0450991,13,0.104882,2,0.0158047,0.0552619333333,"Gypa",0.146004,0,0.178818,8,0,7,0.108274,0.952167003226007
"GYPC",369,1.59033,309,1.42942,528,2.39239,1.80404666667,"Gypc",4.208732,4.732043,5.741835,287,302,273,4.89420333333333,0.4757295444513
"GYPE",37,0.186279,31,0.167519,32,0.169375,0.174391,"Gypa",0.146004,0,0.178818,8,0,7,0.108274,1.05965762979191
"GYS1",759,5.26574,635,4.72859,851,6.20705,5.40046,"Gys1",14.030507,13.636536,11.337835,1345,1188,1008,13.001626,0.457122622758243
"GYS2",18,0.0457454,21,0.0572841,13,0.0347341,0.0459212,"Gys2",0,0,0,0,0,0,0,1.0459212
"GZF1",668,10.725,721,12.425,761,12.8453,11.9984333333,"Gzf1",2.466694,3.103563,3.599998,325,356,272,3.05675166666667,3.20414814643572
"GZMA",22,0.505242,7,0.17255,58,1.40037,0.692720666667,"Gzma",0.099508,0.213555,0.205579,2,4,3,0.172880666666667,1.44321644543577
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmn",0,0,0,0,0,0,0,4.24108666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmb",0.024238,0.078682,0,1,3,0,0.0343066666666667,4.10041509288348
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmc",0,0,0,0,0,0,0,4.24108666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmd",0,0,0,0,0,0,0,4.24108666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmf",0,0,0,0,0,0,0,4.24108666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzmg",0,0,0,0,0,0,0,4.24108666667
"GZMB",29,1.52875,41,2.31986,106,5.87465,3.24108666667,"Gzme",0,0,0,0,0,0,0,4.24108666667
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmc",0,0,0,0,0,0,0,1.925011
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmg",0,0,0,0,0,0,0,1.925011
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzme",0,0,0,0,0,0,0,1.925011
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmd",0,0,0,0,0,0,0,1.925011
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmb",0.024238,0.078682,0,1,3,0,0.0343066666666667,1.86116077759014
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmf",0,0,0,0,0,0,0,1.925011
"GZMH",8,0.434035,2,0.116468,39,2.22453,0.925011,"Gzmn",0,0,0,0,0,0,0,1.925011
"GZMK",30,0.508092,8,0.145429,86,1.53129,0.728270333333,"Gzmk",0,0,0,0,0,0,0,1.728270333333
"GZMM",11,0.326208,4,0.127322,15,0.467661,0.307063666667,"Gzmm",1.372991,1.220796,1.524409,44,39,42,1.372732,0.550868647056221
"H1-0",1254,93.461,1629,130.315,3641,285.293,169.689666667,"H1f0",10.759571,12.80504,13.704841,671,770,605,12.4231506666667,12.7160657662041
"H1-1",0,0,1,0.289372,0,0,0.0964573333333,"H1f1",0.054896,0.058879,0,1,1,0,0.037925,1.05639360583212
"H1-10",567,65.3393,558,69.0186,1029,124.665,86.3409666667,"H1f10",0.116614,0.058239,0.132529,3,2,2,0.102460666666667,79.2236578659798
"H1-2",128,34.831,140,40.8907,156,44.6291,40.1169333333,"H1f2",8.961737,10.504398,9.497681,428,489,318,9.65460533333333,3.85907615035389
"H1-3",1,0.262311,2,0.563102,0,0,0.275137666667,"H1f3",0.030953,0.021036,0.016093,8,5,3,0.022694,1.24684183799553
"H1-4",3,0.695089,4,0.994763,4,0.974355,0.888069,"H1f4",0.308509,0.294932,0.458741,18,17,19,0.354060666666667,1.39437548588419
"H1-5",0,0,0,0,2,0.539401,0.179800333333,"H1f5",0,0,0.076346,0,0,1,0.0254486666666667,1.15052110523296
"H1-8",1,0.0211654,1,0.0227178,0,0,0.0146277333333,"H1f8",0,0,0,0,0,0,0,1.0146277333333
"H2AC18",162,51.5505,118,40.3033,151,50.5165,47.4567666667,"H2ac19",6.102987,13.095355,6.866145,59,148,44,8.68816233333333,5.00164685515007
"H2AC21",0,0,0,0,1,0.34654,0.115513333333,"H2ac21",0,0,0,0,0,0,0,1.115513333333
"H2AC8",2,0.68644,7,2.57876,4,1.44335,1.56951666667,"H2ac15",0,0,0,0,0,0,0,2.56951666667
"H2AC8",2,0.68644,7,2.57876,4,1.44335,1.56951666667,"H2ac13",0,0,0,0,0,0,0,2.56951666667
"H2AW",84,16.3963,65,13.6183,64,13.1337,14.3827666667,"H2aw",1.60244,1.65173,1.903264,110,106,92,1.71914466666667,5.6572078916115
"H2AX",260,28.1424,235,27.3021,167,19.0039,24.8161333333,"H2ax",0.935262,1.212446,1.34748,33,52,27,1.16506266666667,11.9239658651759
"H2AZ1",983,75.6516,1049,86.6524,1084,87.7066,83.3368666667,"H2az1",9.624615,10.728177,9.635603,213,214,154,9.99613166666667,7.66968505136731
"H2AZ2",2749,22.5543,3289,28.964,3532,30.4658,27.3280333333,"H2az2",16.727814,15.230939,18.521941,288,253,230,16.826898,1.58906127882148
"H2BC11",29,0.73917,33,0.902819,37,0.991485,0.877824666667,"H2bc21",1.324539,1.328745,1.669183,107,100,97,1.44082233333333,0.769340988494861
"H2BC14",0,0,0,0,3,1.44619,0.482063333333,"H2bc9",0,0.07381,0.15122,0,3,5,0.07501,1.3786507412331
"H2BC18",1042,6.13227,670,4.23223,2073,12.826,7.73016666667,"H2bc18",0.206707,0,0,1,0,0,0.0689023333333333,8.16741286310536
"H2BC5",157,2.07723,149,2.11598,111,1.544,1.91240333333,"H2bc14",0,0,0,0,0,0,0,2.91240333333
"H3-5",581,91.1132,708,119.173,976,160.914,123.7334,"H3f3b",15.658967,16.560946,19.108468,929,873,759,17.1094603333333,6.88774804461779
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c4",0.085804,0.093256,0.165345,3,3,4,0.114801666666667,3.79192113395357
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c14",0,0,0,0,0,0,0,4.22724
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c13",0,0,0,0,0,0,0,4.22724
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c2",0,0.082205,0,0,1,0,0.0274016666666667,4.11449595338402
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c7",0,0,0.039543,0,0,1,0.013181,4.1722456303464
"H3C13",9,3.82553,5,2.28118,8,3.57501,3.22724,"H3c3",0,0,0,0,0,0,0,4.22724
"H4C15",154,3.75435,128,3.34938,176,4.51091,3.87154666667,"H4c1",0,0,0,0,0,0,0,4.87154666667
"H6PD",991,4.73503,1029,5.27721,2257,11.3375,7.11658,"H6pd",3.351416,2.873686,3.948662,459,403,348,3.39125466666667,1.84835101038701
"HAAO",143,0.979493,149,1.09545,138,0.993762,1.02290166667,"Haao",0,0.123844,0,0,3,0,0.0412813333333333,1.94270424515757
"HABP2",3,0.0135195,2,0.00967409,0,0,0.00773119666667,"Habp2",0.258362,0.231703,0.194814,24,20,13,0.228293,0.820432255713148
"HABP4",2424,10.2864,2422,11.0318,2217,9.89087,10.4030233333,"Habp4",10.661016,14.094874,9.614521,490,511,397,11.4568036666667,0.915405238649904
"HACD1",207,1.2759,226,1.49518,248,1.60707,1.45938333333,"Hacd1",10.838704,11.928706,15.703121,261,271,257,12.8235103333333,0.177913082424481
"HACD2",1318,2.44342,1365,2.71616,1278,2.49088,2.55015333333,"Hacd2",3.884023,2.669797,3.96524,72,56,47,3.50635333333333,0.787810690979254
"HACD3",3168,11.5465,3313,12.9607,3104,11.8939,12.1337,"Hacd3",2.569104,2.251182,2.699333,216,177,163,2.50653966666667,3.74548736033121
"HACD4",316,1.71807,373,2.17672,522,2.98374,2.29284333333,"Hacd4",0.551333,0.787441,0.732093,79,102,67,0.690289,1.94809487213725
"HACE1",1018,1.34908,1525,2.1692,1063,1.48102,1.66643333333,"Hace1",1.073048,1.434002,2.145362,114,77,72,1.550804,1.04533054414608
"HACL1",377,1.60037,480,2.18706,534,2.38319,2.05687333333,"Hacl1",5.370078,9.460669,3.898391,70,65,53,6.243046,0.422042512684581
"HADH",1056,4.05794,1191,4.91241,1387,5.60346,4.85793666667,"Hadh",106.237665,102.456698,115.822452,5835,5246,4593,108.172271666667,0.0536577335731907
"HADHA",4705,15.2108,4300,14.9211,4121,14.0066,14.7128333333,"Hadha",515.111018,497.46201,504.177574,13956,11609,10364,505.583534,0.0310172602911724
"HADHB",3398,12.5513,3889,15.4186,3107,12.0655,13.3451333333,"Hadhb",933.50714,883.81408,1090.88461,20856,18289,16813,969.401943333333,0.0147826716875941
"HAGH",1312,7.26759,1586,9.42975,811,4.72297,7.14010333333,"Hagh",24.594201,34.852466,30.608216,376,415,342,30.0182943333333,0.262429108636782
"HAGHL",552,11.2263,526,11.4822,322,6.8848,9.86443333333,"Haghl",1.581778,1.651162,2.331494,41,55,52,1.85481133333333,3.80565720980394
"HAL",3,0.0221101,2,0.0158212,17,0.131721,0.0565507666667,"Hal",0,0.188023,0.007768,0,2,1,0.0652636666666667,0.991820898175162
"HAMP",120,4.73439,41,1.73623,541,22.4398,9.63680666667,"Hamp",0,0,0,0,0,0,0,10.63680666667
"HAO1",3,0.00911886,1,0.00326257,3,0.00958691,0.00732278,"Hao1",0,0,0,0,0,0,0,1.00732278
"HAO2",9,0.0620184,9,0.0665674,6,0.0434678,0.0573512,"Hao2",0.016313,0,0,1,0,0,0.00543766666666667,1.05163277153266
"HAP1",61,0.630459,67,0.743262,75,0.814941,0.729554,"Hap1",0.103177,0.201541,0.523404,11,9,11,0.276040666666667,1.3554066458697
"HAPLN1",47,0.0988652,78,0.176109,34,0.0751905,0.116721566667,"Hapln1",0.0051,0,0,1,0,0,0.0017,1.11482636185185
"HAPLN2",105,2.8684,213,6.24554,48,1.37857,3.49750333333,"Hapln2",0,0,0,0,0,0,0,4.49750333333
"HAPLN3",147,1.40034,139,1.42125,176,1.76265,1.52808,"Hapln3",0.056714,0.082967,0.040059,4,5,2,0.0599133333333333,2.38517614647739
"HAPLN4",161,3.49442,382,8.89923,179,4.08451,5.49272,"Hapln4",0.008216,0.016394,0.035353,1,2,3,0.0199876666666667,6.3654887330337
"HARBI1",194,2.25208,216,2.69139,191,2.33107,2.42484666667,"Harbi1",2.270488,1.697218,1.588727,71,62,54,1.85214433333333,1.20079710786142
"HARS1",2163,21.4287,2293,24.3828,2059,21.4454,22.4189666667,"Hars",5.041038,6.044074,8.488279,260,265,236,6.52446366666667,3.11237686885856
"HARS2",734,16.281,734,17.4752,825,19.2388,17.665,"Hars2",6.1526,7.224805,6.619371,242,228,168,6.665592,2.4349065277672
"HAS1",4,0.0642099,7,0.120609,2,0.0337528,0.0728572333333,"Has1",0.05737,0,0.020016,4,0,1,0.0257953333333333,1.04587845008715
"HAS2",184,1.09615,146,0.933568,285,1.78499,1.27156933333,"Has2",0.06127,0.042237,0.052965,8,5,5,0.0521573333333333,2.158963551709
"HAS3",320,4.27824,325,4.66378,360,5.06006,4.66736,"Has3",0.141605,0.158414,0.276792,28,29,35,0.192270333333333,4.75341861786938
"HASPIN",4,0.249838,7,0.469285,14,0.919315,0.546146,"Haspin",0.069555,0.035003,0.016775,6,3,1,0.0404443333333333,1.48604394340495
"HAT1",590,1.68312,654,2.00254,768,2.30336,1.99634,"Hat1",16.469767,14.528934,9.019081,182,174,136,13.3392606666667,0.208960564261542
"HAUS1",209,1.52413,249,1.94902,286,2.19271,1.88862,"Haus1",2.839476,3.987547,4.499929,94,104,91,3.77565066666667,0.60486417487823
"HAUS2",785,6.47889,832,7.37047,813,7.0544,6.96792,"Haus2",1.727742,1.988069,2.48432,166,167,151,2.06671033333333,2.59819778653152
"HAUS3",530,0.567069,585,0.671826,632,0.710911,0.649935333333,"Haus3",3.56421,4.265287,3.922898,49,37,38,3.917465,0.335525587540125
"HAUS4",513,8.19651,587,10.0668,590,9.91064,9.39131666667,"Haus4",2.054223,2.020708,2.982855,24,21,20,2.35259533333333,3.09948431990997
"HAUS5",238,3.29438,226,3.35773,245,3.56534,3.40581666667,"Haus5",0.945905,0.64098,1.949067,35,30,29,1.17865066666667,2.02226852339338
"HAUS6",501,1.75879,662,2.49444,736,2.71638,2.32320333333,"Haus6",0.347655,0.477205,0.600856,68,63,74,0.475238666666667,2.25265471168733
"HAUS7",277,1.0113,242,0.948321,386,1.48158,1.147067,"Haus7",0.688421,1.708815,1.075212,25,40,28,1.15748266666667,0.995172305748922
"HAUS8",100,0.674592,67,0.485128,68,0.482268,0.547329333333,"Haus8",12.169768,7.563831,10.908768,161,141,109,10.2141223333333,0.13798042212663
"HAVCR1",11,0.0646881,23,0.145178,19,0.117469,0.1091117,"Gm12169",0,0,0,0,0,0,0,1.1091117
"HAVCR1",11,0.0646881,23,0.145178,19,0.117469,0.1091117,"BC053393",0.016117,0.017849,0.13418,1,1,6,0.0560486666666667,1.05024676893047
"HAVCR1",11,0.0646881,23,0.145178,19,0.117469,0.1091117,"Timd2",0,0,0,0,0,0,0,1.1091117
"HAVCR1",11,0.0646881,23,0.145178,19,0.117469,0.1091117,"Havcr1",0,0,0,0,0,0,0,1.1091117
"HAVCR2",1353,4.14404,1109,3.64585,1936,6.23404,4.67464333333,"Havcr2",0.085564,0.099747,0.073135,7,7,4,0.0861486666666667,5.22455489518316
"HAX1",953,49.4764,1001,55.7802,868,47.3765,50.8777,"Hax1",20.994274,21.702954,16.135201,180,159,105,19.6108096666667,2.51701417067086
"HBEGF",1048,13.3046,489,6.66331,392,5.23196,8.39995666667,"Hbegf",3.005586,1.774689,2.508092,146,127,117,2.42945566666667,2.74094712990021
"HBP1",1805,9.3955,2594,14.4928,2854,15.6183,13.1688666667,"Hbp1",14.482335,14.109579,18.418942,934,918,802,15.6702853333333,0.849947459409613
"HBQ1",1,0.242301,2,0.520147,0,0,0.254149333333,"Hbq1a",0.076308,0,0.627116,1,0,6,0.234474666666667,1.0159376836136
"HBQ1",1,0.242301,2,0.520147,0,0,0.254149333333,"Hbq1b",0.085641,0,0.097552,1,0,1,0.0610643333333333,1.18197294351898
"HBS1L",2390,2.92636,2552,3.35391,2239,2.88219,3.05415333333,"Hbs1l",10.194726,10.608383,10.619754,689,623,509,10.4742876666667,0.353325056082348
"HCAR1",18,0.65938,18,0.707744,51,1.96414,1.11042133333,"Hcar1",0.018485,0.029805,0,2,3,0,0.0160966666666667,2.07698873794488
"HCAR2",13,1.0998,4,0.363221,3,0.266827,0.576616,"Hcar2",0.016686,0,0.023038,1,0,1,0.0132413333333333,1.55601232217135
"HCAR3",6,0.509822,4,0.364811,1,0.0893317,0.321321566667,"Hcar2",0.016686,0,0.023038,1,0,1,0.0132413333333333,1.3040541509693
"HCCS",421,6.24031,435,6.92076,492,7.66703,6.9427,"Hccs",8.151066,7.812416,8.991706,582,506,458,8.318396,0.852367725089168
"HCFC1",1067,7.68296,951,7.34996,1061,8.03189,7.68827,"Hcfc1",4.21949,4.527124,4.732008,752,697,611,4.492874,1.58173480767991
"HCFC1R1",704,73.7781,839,94.3751,533,58.7246,75.6259333333,"Hcfc1r1",39.744079,40.075711,50.808974,672,649,572,43.5429213333333,1.72027184207062
"HCFC2",433,1.80132,729,3.25515,665,2.90846,2.65497666667,"Hcfc2",3.773926,6.031229,4.75507,251,218,186,4.85340833333333,0.624418536778999
"HCK",528,1.85712,326,1.23073,1340,4.95505,2.68096666667,"Hck",0.226214,0.35385,0.343873,13,18,12,0.307979,2.81423988203939
"HCLS1",2295,13.5776,2111,13.4051,5020,31.2237,19.4021333333,"Hcls1",1.474817,1.125865,1.524233,67,64,58,1.37497166666667,8.59047441266317
